custid	Customer_Name	orderid	orderdate	shippeddate	Shipper_Name	freight	Value	Freight_Value
89	Customer YBQTI	10693	2007-10-06 00:00:00	2007-10-10 00:00:00	Shipper ZHISN	139.34	2334	0.0597
63	Customer IRRVL	10694	2007-10-06 00:00:00	2007-10-09 00:00:00	Shipper ZHISN	398.36	4825	0.0825
90	Customer XBBVR	10695	2007-10-07 00:00:00	2007-10-14 00:00:00	Shipper GVSUA	16.72	642	0.026
89	Customer YBQTI	10696	2007-10-08 00:00:00	2007-10-14 00:00:00	Shipper ZHISN	102.55	996	0.1029
47	Customer PSQUZ	10697	2007-10-08 00:00:00	2007-10-14 00:00:00	Shipper GVSUA	45.52	1073.9	0.0423
20	Customer THHDP	10698	2007-10-09 00:00:00	2007-10-17 00:00:00	Shipper GVSUA	272.47	3600.73	0.0756
52	Customer PZNLA	10699	2007-10-09 00:00:00	2007-10-13 00:00:00	Shipper ZHISN	0.58	114	0.005
71	Customer LCOUJ	10700	2007-10-10 00:00:00	2007-10-16 00:00:00	Shipper GVSUA	65.1	2048	0.0317
37	Customer FRXZL	10701	2007-10-13 00:00:00	2007-10-15 00:00:00	Shipper ZHISN	220.31	3370	0.0653
1	Customer NRZBB	10702	2007-10-13 00:00:00	2007-10-21 00:00:00	Shipper GVSUA	23.94	330	0.0725
24	Customer CYZTN	10703	2007-10-14 00:00:00	2007-10-20 00:00:00	Shipper ETYNR	152.3	2545	0.0598
62	Customer WFIZJ	10704	2007-10-14 00:00:00	2007-11-07 00:00:00	Shipper GVSUA	4.78	595.5	0.008
35	Customer UMTLM	10705	2007-10-15 00:00:00	2007-11-18 00:00:00	Shipper ETYNR	3.52	378	0.0093
55	Customer KZQZT	10706	2007-10-16 00:00:00	2007-10-21 00:00:00	Shipper ZHISN	135.63	1893	0.0716
4	Customer HFBZG	10707	2007-10-16 00:00:00	2007-10-23 00:00:00	Shipper ZHISN	21.74	1704	0.0127
77	Customer LCYBZ	10708	2007-10-17 00:00:00	2007-11-05 00:00:00	Shipper ETYNR	2.96	180.4	0.0164
31	Customer YJCBX	10709	2007-10-17 00:00:00	2007-11-20 00:00:00	Shipper ZHISN	210.8	3424	0.0615
27	Customer WMFEA	10710	2007-10-20 00:00:00	2007-10-23 00:00:00	Shipper GVSUA	4.98	93.5	0.0532
71	Customer LCOUJ	10711	2007-10-21 00:00:00	2007-10-29 00:00:00	Shipper ETYNR	52.41	4451.7	0.0117
37	Customer FRXZL	10712	2007-10-21 00:00:00	2007-10-31 00:00:00	Shipper GVSUA	89.93	1238.4	0.0726
71	Customer LCOUJ	10713	2007-10-22 00:00:00	2007-10-24 00:00:00	Shipper GVSUA	167.05	2827.9	0.059
71	Customer LCOUJ	10714	2007-10-22 00:00:00	2007-10-27 00:00:00	Shipper ZHISN	24.49	2941	0.0083
9	Customer RTXGC	10715	2007-10-23 00:00:00	2007-10-29 00:00:00	Shipper GVSUA	63.2	1296	0.0487
64	Customer LWGMD	10716	2007-10-24 00:00:00	2007-10-27 00:00:00	Shipper ETYNR	22.57	706	0.0319
25	Customer AZJED	10717	2007-10-24 00:00:00	2007-10-29 00:00:00	Shipper ETYNR	59.25	1331.75	0.0444
39	Customer GLLAG	10718	2007-10-27 00:00:00	2007-10-29 00:00:00	Shipper ZHISN	170.88	3463	0.0493
45	Customer QXPPT	10719	2007-10-27 00:00:00	2007-11-05 00:00:00	Shipper ETYNR	51.44	1125.67	0.0456
61	Customer WULWD	10720	2007-10-28 00:00:00	2007-11-05 00:00:00	Shipper ETYNR	9.53	550	0.0173
63	Customer IRRVL	10721	2007-10-29 00:00:00	2007-10-31 00:00:00	Shipper ZHISN	48.92	972.5	0.0503
71	Customer LCOUJ	10722	2007-10-29 00:00:00	2007-11-04 00:00:00	Shipper GVSUA	74.58	1570	0.0475
89	Customer YBQTI	10723	2007-10-30 00:00:00	2007-11-25 00:00:00	Shipper GVSUA	21.72	468.45	0.0463
51	Customer PVDZC	10724	2007-10-30 00:00:00	2007-11-05 00:00:00	Shipper ETYNR	57.75	638.5	0.0904
21	Customer KIDPX	10725	2007-10-31 00:00:00	2007-11-05 00:00:00	Shipper ZHISN	10.83	287.8	0.0376
19	Customer RFNQC	10726	2007-11-03 00:00:00	2007-12-05 00:00:00	Shipper GVSUA	16.56	655	0.0252
66	Customer LHANT	10727	2007-11-03 00:00:00	2007-12-05 00:00:00	Shipper GVSUA	89.9	1710	0.0525
62	Customer WFIZJ	10728	2007-11-04 00:00:00	2007-11-11 00:00:00	Shipper ETYNR	58.33	1296.75	0.0449
47	Customer PSQUZ	10729	2007-11-04 00:00:00	2007-11-14 00:00:00	Shipper ZHISN	141.06	1850	0.0762
9	Customer RTXGC	10730	2007-11-05 00:00:00	2007-11-14 00:00:00	Shipper GVSUA	20.12	509.75	0.0394
14	Customer WNMAF	10731	2007-11-06 00:00:00	2007-11-14 00:00:00	Shipper GVSUA	96.65	1990	0.0485
9	Customer RTXGC	10732	2007-11-06 00:00:00	2007-11-07 00:00:00	Shipper GVSUA	16.97	360	0.0471
5	Customer HGVLZ	10733	2007-11-07 00:00:00	2007-11-10 00:00:00	Shipper ZHISN	110.11	1459	0.0754
31	Customer YJCBX	10734	2007-11-07 00:00:00	2007-11-12 00:00:00	Shipper ZHISN	1.63	1498.35	0.001
45	Customer QXPPT	10735	2007-11-10 00:00:00	2007-11-21 00:00:00	Shipper ETYNR	45.97	596	0.0771
37	Customer FRXZL	10736	2007-11-11 00:00:00	2007-11-21 00:00:00	Shipper ETYNR	44.1	997	0.0442
85	Customer ENQZT	10737	2007-11-11 00:00:00	2007-11-18 00:00:00	Shipper ETYNR	7.79	139.8	0.0557
74	Customer YSHXL	10738	2007-11-12 00:00:00	2007-11-18 00:00:00	Shipper GVSUA	2.91	52.35	0.0555
85	Customer ENQZT	10739	2007-11-12 00:00:00	2007-11-17 00:00:00	Shipper ZHISN	11.08	240	0.0461
89	Customer YBQTI	10740	2007-11-13 00:00:00	2007-11-25 00:00:00	Shipper ETYNR	81.88	1770	0.0462
4	Customer HFBZG	10741	2007-11-14 00:00:00	2007-11-18 00:00:00	Shipper ZHISN	10.96	285	0.0384
10	Customer EEALV	10742	2007-11-14 00:00:00	2007-11-18 00:00:00	Shipper ZHISN	243.73	3118	0.0781
4	Customer HFBZG	10743	2007-11-17 00:00:00	2007-11-21 00:00:00	Shipper ETYNR	23.72	336	0.0705
83	Customer ZRNDE	10744	2007-11-17 00:00:00	2007-11-24 00:00:00	Shipper GVSUA	69.19	920	0.0752
63	Customer IRRVL	10745	2007-11-18 00:00:00	2007-11-27 00:00:00	Shipper GVSUA	3.52	4529.8	0.0007
14	Customer WNMAF	10746	2007-11-19 00:00:00	2007-11-21 00:00:00	Shipper ZHISN	31.43	2311.7	0.0135
59	Customer LOLJO	10747	2007-11-19 00:00:00	2007-11-26 00:00:00	Shipper GVSUA	117.33	1912.85	0.0613
71	Customer LCOUJ	10748	2007-11-20 00:00:00	2007-11-28 00:00:00	Shipper GVSUA	232.55	2196	0.1058
38	Customer LJUCA	10749	2007-11-20 00:00:00	2007-12-19 00:00:00	Shipper ETYNR	61.53	1080	0.0569
87	Customer ZHYOS	10750	2007-11-21 00:00:00	2007-11-24 00:00:00	Shipper GVSUA	79.3	1871.25	0.0423
68	Customer CCKOT	10751	2007-11-24 00:00:00	2007-12-03 00:00:00	Shipper ZHISN	130.79	1701.46	0.0768
53	Customer GCJSG	10752	2007-11-24 00:00:00	2007-11-28 00:00:00	Shipper ZHISN	1.39	252	0.0055
27	Customer WMFEA	10753	2007-11-25 00:00:00	2007-11-27 00:00:00	Shipper GVSUA	7.7	88	0.0875
49	Customer CQRAA	10754	2007-11-25 00:00:00	2007-11-27 00:00:00	Shipper ZHISN	2.38	55.2	0.0431
9	Customer RTXGC	10755	2007-11-26 00:00:00	2007-11-28 00:00:00	Shipper ETYNR	16.71	2598	0.0064
75	Customer XOJYP	10756	2007-11-27 00:00:00	2007-12-02 00:00:00	Shipper ETYNR	73.21	2487.5	0.0294
71	Customer LCOUJ	10757	2007-11-27 00:00:00	2007-12-15 00:00:00	Shipper GVSUA	8.19	3082	0.0026
68	Customer CCKOT	10758	2007-11-28 00:00:00	2007-12-04 00:00:00	Shipper ZHISN	138.17	1644.6	0.084
2	Customer MLTDN	10759	2007-11-28 00:00:00	2007-12-12 00:00:00	Shipper ZHISN	11.99	320	0.0374
50	Customer JYPSC	10760	2007-12-01 00:00:00	2007-12-10 00:00:00	Shipper GVSUA	155.64	3304	0.0471
65	Customer NYUHS	10761	2007-12-02 00:00:00	2007-12-08 00:00:00	Shipper ETYNR	18.66	629.5	0.0296
24	Customer CYZTN	10762	2007-12-02 00:00:00	2007-12-09 00:00:00	Shipper GVSUA	328.74	4337	0.0757
23	Customer WVFAF	10763	2007-12-03 00:00:00	2007-12-08 00:00:00	Shipper ZHISN	37.35	616	0.0606
20	Customer THHDP	10764	2007-12-03 00:00:00	2007-12-08 00:00:00	Shipper ZHISN	145.45	2540	0.0572
63	Customer IRRVL	10765	2007-12-04 00:00:00	2007-12-09 00:00:00	Shipper ZHISN	42.74	1684	0.0253
56	Customer QNIVZ	10766	2007-12-05 00:00:00	2007-12-09 00:00:00	Shipper GVSUA	157.55	2310	0.0682
76	Customer SFOGW	10767	2007-12-05 00:00:00	2007-12-15 00:00:00	Shipper ZHISN	1.59	28	0.0567
4	Customer HFBZG	10768	2007-12-08 00:00:00	2007-12-15 00:00:00	Shipper ETYNR	146.32	1477	0.099
83	Customer ZRNDE	10769	2007-12-08 00:00:00	2007-12-12 00:00:00	Shipper GVSUA	65.06	1704	0.0381
34	Customer IBVRG	10770	2007-12-09 00:00:00	2007-12-17 00:00:00	Shipper ZHISN	5.32	315	0.0168
20	Customer THHDP	10771	2007-12-10 00:00:00	2008-01-02 00:00:00	Shipper ETYNR	11.19	344	0.0325
44	Customer OXFRU	10772	2007-12-10 00:00:00	2007-12-19 00:00:00	Shipper ETYNR	91.28	3603.22	0.0253
20	Customer THHDP	10773	2007-12-11 00:00:00	2007-12-16 00:00:00	Shipper ZHISN	96.43	2216.25	0.0435
24	Customer CYZTN	10774	2007-12-11 00:00:00	2007-12-12 00:00:00	Shipper GVSUA	48.2	875	0.055
78	Customer NLTYP	10775	2007-12-12 00:00:00	2007-12-26 00:00:00	Shipper GVSUA	20.25	228	0.0888
20	Customer THHDP	10776	2007-12-15 00:00:00	2007-12-18 00:00:00	Shipper ZHISN	351.53	6984.5	0.0503
31	Customer YJCBX	10777	2007-12-15 00:00:00	2008-01-21 00:00:00	Shipper ETYNR	3.01	280	0.0107
5	Customer HGVLZ	10778	2007-12-16 00:00:00	2007-12-24 00:00:00	Shipper GVSUA	6.79	96.5	0.0703
52	Customer PZNLA	10779	2007-12-16 00:00:00	2008-01-14 00:00:00	Shipper ETYNR	58.13	1335	0.0435
46	Customer XPNIK	10780	2007-12-16 00:00:00	2007-12-25 00:00:00	Shipper GVSUA	42.13	720	0.0585
87	Customer ZHYOS	10781	2007-12-17 00:00:00	2007-12-19 00:00:00	Shipper ZHISN	73.16	1132.35	0.0646
12	Customer PSNMQ	10782	2007-12-17 00:00:00	2007-12-22 00:00:00	Shipper ZHISN	1.1	12.5	0.088
34	Customer IBVRG	10783	2007-12-18 00:00:00	2007-12-19 00:00:00	Shipper ETYNR	124.98	1442.5	0.0866
49	Customer CQRAA	10784	2007-12-18 00:00:00	2007-12-22 00:00:00	Shipper ZHISN	70.09	1650	0.0424
33	Customer FVXPQ	10785	2007-12-18 00:00:00	2007-12-24 00:00:00	Shipper ZHISN	1.51	387.5	0.0038
62	Customer WFIZJ	10786	2007-12-19 00:00:00	2007-12-23 00:00:00	Shipper GVSUA	110.87	1913.85	0.0579
41	Customer XIIWM	10787	2007-12-19 00:00:00	2007-12-26 00:00:00	Shipper GVSUA	249.93	2760.8	0.0905
63	Customer IRRVL	10788	2007-12-22 00:00:00	2008-01-19 00:00:00	Shipper ETYNR	42.7	770	0.0554
23	Customer WVFAF	10789	2007-12-22 00:00:00	2007-12-31 00:00:00	Shipper ETYNR	100.6	3687	0.0272
31	Customer YJCBX	10790	2007-12-22 00:00:00	2007-12-26 00:00:00	Shipper GVSUA	28.23	850	0.0332
25	Customer AZJED	10791	2007-12-23 00:00:00	2008-01-01 00:00:00	Shipper ETYNR	16.85	1926.06	0.0087
91	Customer CCFIZ	10792	2007-12-23 00:00:00	2007-12-31 00:00:00	Shipper ZHISN	23.79	399.85	0.0594
4	Customer HFBZG	10793	2007-12-24 00:00:00	2008-01-08 00:00:00	Shipper ZHISN	4.52	191.1	0.0236
61	Customer WULWD	10794	2007-12-24 00:00:00	2008-01-02 00:00:00	Shipper GVSUA	21.49	393.45	0.0546
20	Customer THHDP	10795	2007-12-24 00:00:00	2008-01-20 00:00:00	Shipper ETYNR	126.66	2499.25	0.0506
35	Customer UMTLM	10796	2007-12-25 00:00:00	2008-01-14 00:00:00	Shipper GVSUA	26.52	2878.08	0.0092
17	Customer FEVNN	10797	2007-12-25 00:00:00	2008-01-05 00:00:00	Shipper ETYNR	33.35	420	0.0794
38	Customer LJUCA	10798	2007-12-26 00:00:00	2008-01-05 00:00:00	Shipper GVSUA	2.33	446.6	0.0052
39	Customer GLLAG	10799	2007-12-26 00:00:00	2008-01-05 00:00:00	Shipper ZHISN	30.76	1585	0.0194
72	Customer AHPOP	10800	2007-12-26 00:00:00	2008-01-05 00:00:00	Shipper ZHISN	137.44	1632.15	0.0842
8	Customer QUHWH	10801	2007-12-29 00:00:00	2007-12-31 00:00:00	Shipper ETYNR	97.09	4035.8	0.024
73	Customer JMIKW	10802	2007-12-29 00:00:00	2008-01-02 00:00:00	Shipper ETYNR	257.26	3923.75	0.0655
88	Customer SRQVM	10803	2007-12-30 00:00:00	2008-01-06 00:00:00	Shipper GVSUA	55.23	1255.8	0.0439
72	Customer AHPOP	10804	2007-12-30 00:00:00	2008-01-07 00:00:00	Shipper ETYNR	27.33	2290.4	0.0119
77	Customer LCYBZ	10805	2007-12-30 00:00:00	2008-01-09 00:00:00	Shipper ZHISN	237.34	2775	0.0855
84	Customer NRCSK	10806	2007-12-31 00:00:00	2008-01-05 00:00:00	Shipper ETYNR	22.11	572.1	0.0386
27	Customer WMFEA	10807	2007-12-31 00:00:00	2008-01-30 00:00:00	Shipper GVSUA	1.36	18.4	0.0739
55	Customer KZQZT	10808	2008-01-01 00:00:00	2008-01-09 00:00:00	Shipper ZHISN	45.53	1660	0.0274
88	Customer SRQVM	10809	2008-01-01 00:00:00	2008-01-07 00:00:00	Shipper GVSUA	4.87	140	0.0347
42	Customer IAIJK	10810	2008-01-01 00:00:00	2008-01-07 00:00:00	Shipper ZHISN	4.33	187	0.0231
47	Customer PSQUZ	10811	2008-01-02 00:00:00	2008-01-08 00:00:00	Shipper GVSUA	31.22	852	0.0366
66	Customer LHANT	10812	2008-01-02 00:00:00	2008-01-12 00:00:00	Shipper GVSUA	59.78	1852	0.0322
67	Customer QVEPD	10813	2008-01-05 00:00:00	2008-01-09 00:00:00	Shipper GVSUA	47.38	648	0.0731
84	Customer NRCSK	10814	2008-01-05 00:00:00	2008-01-14 00:00:00	Shipper ZHISN	130.94	2070	0.0632
71	Customer LCOUJ	10815	2008-01-05 00:00:00	2008-01-14 00:00:00	Shipper ZHISN	14.62	40	0.3655
32	Customer YSIQX	10816	2008-01-06 00:00:00	2008-02-04 00:00:00	Shipper ETYNR	719.78	8891	0.0809
39	Customer GLLAG	10817	2008-01-06 00:00:00	2008-01-13 00:00:00	Shipper ETYNR	306.07	11490.7	0.0266
49	Customer CQRAA	10818	2008-01-07 00:00:00	2008-01-12 00:00:00	Shipper ZHISN	65.48	833	0.0786
12	Customer PSNMQ	10819	2008-01-07 00:00:00	2008-01-16 00:00:00	Shipper ZHISN	19.76	477	0.0414
65	Customer NYUHS	10820	2008-01-07 00:00:00	2008-01-13 00:00:00	Shipper ETYNR	37.52	1140	0.0329
75	Customer XOJYP	10821	2008-01-08 00:00:00	2008-01-15 00:00:00	Shipper GVSUA	36.68	678	0.0541
82	Customer EYHKM	10822	2008-01-08 00:00:00	2008-01-16 00:00:00	Shipper ZHISN	7	237.9	0.0294
46	Customer XPNIK	10823	2008-01-09 00:00:00	2008-01-13 00:00:00	Shipper ETYNR	163.97	3107.5	0.0527
24	Customer CYZTN	10824	2008-01-09 00:00:00	2008-01-30 00:00:00	Shipper GVSUA	1.23	250.8	0.0049
17	Customer FEVNN	10825	2008-01-09 00:00:00	2008-01-14 00:00:00	Shipper GVSUA	79.25	1030.76	0.0768
7	Customer QXVLA	10826	2008-01-12 00:00:00	2008-02-06 00:00:00	Shipper GVSUA	7.09	730	0.0097
9	Customer RTXGC	10827	2008-01-12 00:00:00	2008-02-06 00:00:00	Shipper ETYNR	63.54	843	0.0753
64	Customer LWGMD	10828	2008-01-13 00:00:00	2008-02-04 00:00:00	Shipper GVSUA	90.85	932	0.0974
38	Customer LJUCA	10829	2008-01-13 00:00:00	2008-01-23 00:00:00	Shipper GVSUA	154.72	1764	0.0877
81	Customer YQQWW	10830	2008-01-13 00:00:00	2008-01-21 00:00:00	Shipper ETYNR	81.83	1974	0.0414
70	Customer TMXGN	10831	2008-01-14 00:00:00	2008-01-23 00:00:00	Shipper ETYNR	72.19	2684.4	0.0268
41	Customer XIIWM	10832	2008-01-14 00:00:00	2008-01-19 00:00:00	Shipper ETYNR	43.26	568.95	0.076
56	Customer QNIVZ	10833	2008-01-15 00:00:00	2008-01-23 00:00:00	Shipper ETYNR	71.49	1007.7	0.0709
81	Customer YQQWW	10834	2008-01-15 00:00:00	2008-01-19 00:00:00	Shipper ZHISN	29.78	1508.12	0.0197
1	Customer NRZBB	10835	2008-01-15 00:00:00	2008-01-21 00:00:00	Shipper ZHISN	69.53	851	0.0817
20	Customer THHDP	10836	2008-01-16 00:00:00	2008-01-21 00:00:00	Shipper GVSUA	411.88	4705.5	0.0875
5	Customer HGVLZ	10837	2008-01-16 00:00:00	2008-01-23 00:00:00	Shipper ZHISN	13.32	1254	0.0106
47	Customer PSQUZ	10838	2008-01-19 00:00:00	2008-01-23 00:00:00	Shipper ZHISN	59.28	2584.5	0.0229
81	Customer YQQWW	10839	2008-01-19 00:00:00	2008-01-22 00:00:00	Shipper ZHISN	35.43	919.5	0.0385
47	Customer PSQUZ	10840	2008-01-19 00:00:00	2008-02-16 00:00:00	Shipper ETYNR	2.71	264	0.0102
76	Customer SFOGW	10841	2008-01-20 00:00:00	2008-01-29 00:00:00	Shipper ETYNR	424.3	4581	0.0926
80	Customer VONTK	10842	2008-01-20 00:00:00	2008-01-29 00:00:00	Shipper ZHISN	54.42	975	0.0558
84	Customer NRCSK	10843	2008-01-21 00:00:00	2008-01-26 00:00:00	Shipper ETYNR	9.26	212	0.0436
59	Customer LOLJO	10844	2008-01-21 00:00:00	2008-01-26 00:00:00	Shipper ETYNR	25.22	735	0.0343
63	Customer IRRVL	10845	2008-01-21 00:00:00	2008-01-30 00:00:00	Shipper GVSUA	212.98	4059	0.0524
76	Customer SFOGW	10846	2008-01-22 00:00:00	2008-01-23 00:00:00	Shipper ZHISN	56.46	1112	0.0507
71	Customer LCOUJ	10847	2008-01-22 00:00:00	2008-02-10 00:00:00	Shipper ZHISN	487.57	6164.9	0.079
16	Customer GYBBY	10848	2008-01-23 00:00:00	2008-01-29 00:00:00	Shipper ETYNR	38.24	931.5	0.041
39	Customer GLLAG	10849	2008-01-23 00:00:00	2008-01-30 00:00:00	Shipper ETYNR	0.56	1052.14	0.0005
84	Customer NRCSK	10850	2008-01-23 00:00:00	2008-01-30 00:00:00	Shipper GVSUA	49.19	740	0.0664
67	Customer QVEPD	10851	2008-01-26 00:00:00	2008-02-02 00:00:00	Shipper GVSUA	160.55	2740	0.0585
65	Customer NYUHS	10852	2008-01-26 00:00:00	2008-01-30 00:00:00	Shipper GVSUA	174.05	2984	0.0583
6	Customer XHXJV	10853	2008-01-27 00:00:00	2008-02-03 00:00:00	Shipper ETYNR	53.83	625	0.0861
20	Customer THHDP	10854	2008-01-27 00:00:00	2008-02-05 00:00:00	Shipper ETYNR	100.22	3490	0.0287
55	Customer KZQZT	10855	2008-01-27 00:00:00	2008-02-04 00:00:00	Shipper GVSUA	170.97	2275.25	0.0751
3	Customer KBUDE	10856	2008-01-28 00:00:00	2008-02-10 00:00:00	Shipper ETYNR	58.43	660	0.0885
5	Customer HGVLZ	10857	2008-01-28 00:00:00	2008-02-06 00:00:00	Shipper ETYNR	188.85	2630.95	0.0717
40	Customer EFFTC	10858	2008-01-29 00:00:00	2008-02-03 00:00:00	Shipper GVSUA	52.51	649	0.0809
25	Customer AZJED	10859	2008-01-29 00:00:00	2008-02-02 00:00:00	Shipper ETYNR	76.1	1438.25	0.0529
26	Customer USDBG	10860	2008-01-29 00:00:00	2008-02-04 00:00:00	Shipper ZHISN	19.26	519	0.0371
89	Customer YBQTI	10861	2008-01-30 00:00:00	2008-02-17 00:00:00	Shipper ETYNR	14.93	3523.4	0.0042
44	Customer OXFRU	10862	2008-01-30 00:00:00	2008-02-02 00:00:00	Shipper ETYNR	53.23	581	0.0916
35	Customer UMTLM	10863	2008-02-02 00:00:00	2008-02-17 00:00:00	Shipper ETYNR	30.26	519	0.0583
4	Customer HFBZG	10864	2008-02-02 00:00:00	2008-02-09 00:00:00	Shipper ETYNR	3.04	282	0.0107
63	Customer IRRVL	10865	2008-02-02 00:00:00	2008-02-12 00:00:00	Shipper GVSUA	348.14	17250	0.0201
5	Customer HGVLZ	10866	2008-02-03 00:00:00	2008-02-12 00:00:00	Shipper GVSUA	109.11	1461.6	0.0746
48	Customer DVFMB	10867	2008-02-03 00:00:00	2008-02-11 00:00:00	Shipper GVSUA	1.93	98.4	0.0196
62	Customer WFIZJ	10868	2008-02-04 00:00:00	2008-02-23 00:00:00	Shipper ETYNR	191.27	2004.6	0.0954
72	Customer AHPOP	10869	2008-02-04 00:00:00	2008-02-09 00:00:00	Shipper GVSUA	143.28	1630	0.0879
91	Customer CCFIZ	10870	2008-02-04 00:00:00	2008-02-13 00:00:00	Shipper ZHISN	12.04	160	0.0752
9	Customer RTXGC	10871	2008-02-05 00:00:00	2008-02-10 00:00:00	Shipper ETYNR	112.27	2083.4	0.0538
30	Customer KSLQF	10872	2008-02-05 00:00:00	2008-02-09 00:00:00	Shipper ETYNR	175.32	2166.8	0.0809
90	Customer XBBVR	10873	2008-02-06 00:00:00	2008-02-09 00:00:00	Shipper GVSUA	0.82	336.8	0.0024
30	Customer KSLQF	10874	2008-02-06 00:00:00	2008-02-11 00:00:00	Shipper ETYNR	19.58	310	0.0631
5	Customer HGVLZ	10875	2008-02-06 00:00:00	2008-03-03 00:00:00	Shipper ETYNR	32.37	729.5	0.0443
9	Customer RTXGC	10876	2008-02-09 00:00:00	2008-02-12 00:00:00	Shipper ZHISN	60.42	917	0.0658
67	Customer QVEPD	10877	2008-02-09 00:00:00	2008-02-19 00:00:00	Shipper GVSUA	38.06	2086	0.0182
63	Customer IRRVL	10878	2008-02-10 00:00:00	2008-02-12 00:00:00	Shipper GVSUA	46.69	1620	0.0288
90	Customer XBBVR	10879	2008-02-10 00:00:00	2008-02-12 00:00:00	Shipper ZHISN	8.5	611.3	0.0139
24	Customer CYZTN	10880	2008-02-10 00:00:00	2008-02-18 00:00:00	Shipper GVSUA	88.01	1875	0.0469
12	Customer PSNMQ	10881	2008-02-11 00:00:00	2008-02-18 00:00:00	Shipper GVSUA	2.84	150	0.0189
71	Customer LCOUJ	10882	2008-02-11 00:00:00	2008-02-20 00:00:00	Shipper ZHISN	23.1	988.4	0.0233
48	Customer DVFMB	10883	2008-02-12 00:00:00	2008-02-20 00:00:00	Shipper ZHISN	0.53	36	0.0147
45	Customer QXPPT	10884	2008-02-12 00:00:00	2008-02-13 00:00:00	Shipper ETYNR	90.97	1450.6	0.0627
76	Customer SFOGW	10885	2008-02-12 00:00:00	2008-02-18 00:00:00	Shipper ZHISN	5.64	1209	0.0046
34	Customer IBVRG	10886	2008-02-13 00:00:00	2008-03-02 00:00:00	Shipper GVSUA	4.99	3127.5	0.0015
29	Customer MDLWA	10887	2008-02-13 00:00:00	2008-02-16 00:00:00	Shipper ZHISN	1.25	70	0.0178
30	Customer KSLQF	10888	2008-02-16 00:00:00	2008-02-23 00:00:00	Shipper ETYNR	51.87	605	0.0857
65	Customer NYUHS	10889	2008-02-16 00:00:00	2008-02-23 00:00:00	Shipper ZHISN	280.61	11380	0.0246
18	Customer BSVAR	10890	2008-02-16 00:00:00	2008-02-18 00:00:00	Shipper GVSUA	32.76	860.1	0.038
44	Customer OXFRU	10891	2008-02-17 00:00:00	2008-02-19 00:00:00	Shipper ETYNR	20.37	388.35	0.0524
50	Customer JYPSC	10892	2008-02-17 00:00:00	2008-02-19 00:00:00	Shipper ETYNR	120.27	2200	0.0546
39	Customer GLLAG	10893	2008-02-18 00:00:00	2008-02-20 00:00:00	Shipper ETYNR	77.78	5502.11	0.0141
71	Customer LCOUJ	10894	2008-02-18 00:00:00	2008-02-20 00:00:00	Shipper GVSUA	116.13	2898	0.04
20	Customer THHDP	10895	2008-02-18 00:00:00	2008-02-23 00:00:00	Shipper GVSUA	162.75	6379.4	0.0255
50	Customer JYPSC	10896	2008-02-19 00:00:00	2008-02-27 00:00:00	Shipper ZHISN	32.45	750.5	0.0432
37	Customer FRXZL	10897	2008-02-19 00:00:00	2008-02-25 00:00:00	Shipper ETYNR	603.54	10835.24	0.0557
54	Customer TDKEG	10898	2008-02-20 00:00:00	2008-03-06 00:00:00	Shipper ETYNR	1.27	30	0.0423
46	Customer XPNIK	10899	2008-02-20 00:00:00	2008-02-26 00:00:00	Shipper ZHISN	1.21	144	0.0084
88	Customer SRQVM	10900	2008-02-20 00:00:00	2008-03-04 00:00:00	Shipper ETYNR	1.66	45	0.0368
35	Customer UMTLM	10901	2008-02-23 00:00:00	2008-02-26 00:00:00	Shipper GVSUA	62.09	934.5	0.0664
24	Customer CYZTN	10902	2008-02-23 00:00:00	2008-03-03 00:00:00	Shipper GVSUA	44.15	1015.8	0.0434
34	Customer IBVRG	10903	2008-02-24 00:00:00	2008-03-04 00:00:00	Shipper ZHISN	36.71	932.05	0.0393
89	Customer YBQTI	10904	2008-02-24 00:00:00	2008-02-27 00:00:00	Shipper ZHISN	162.95	1924.25	0.0846
88	Customer SRQVM	10905	2008-02-24 00:00:00	2008-03-06 00:00:00	Shipper ETYNR	13.72	360	0.0381
91	Customer CCFIZ	10906	2008-02-25 00:00:00	2008-03-03 00:00:00	Shipper ZHISN	26.29	427.5	0.0614
74	Customer YSHXL	10907	2008-02-25 00:00:00	2008-02-27 00:00:00	Shipper ZHISN	9.19	108.5	0.0847
66	Customer LHANT	10908	2008-02-26 00:00:00	2008-03-06 00:00:00	Shipper ETYNR	32.96	698	0.0472
70	Customer TMXGN	10909	2008-02-26 00:00:00	2008-03-10 00:00:00	Shipper ETYNR	53.05	670	0.0791
90	Customer XBBVR	10910	2008-02-26 00:00:00	2008-03-04 00:00:00	Shipper ZHISN	38.11	452.9	0.0841
30	Customer KSLQF	10911	2008-02-26 00:00:00	2008-03-05 00:00:00	Shipper GVSUA	38.19	858	0.0445
37	Customer FRXZL	10912	2008-02-26 00:00:00	2008-03-18 00:00:00	Shipper ETYNR	580.91	8267.4	0.0702
62	Customer WFIZJ	10913	2008-02-26 00:00:00	2008-03-04 00:00:00	Shipper GVSUA	33.05	958.75	0.0344
62	Customer WFIZJ	10914	2008-02-27 00:00:00	2008-03-02 00:00:00	Shipper GVSUA	21.19	537.5	0.0394
80	Customer VONTK	10915	2008-02-27 00:00:00	2008-03-02 00:00:00	Shipper ETYNR	3.51	539.5	0.0065
