NumeDistribuitor	NumeClient	IDClient	DataComanda	DataLivrare	CostTransport	IDComanda	Vanzare	ProcentTransport
Shipper GVSUA	Customer LVJSO	36	2007-09-08 00:00:00	2007-10-15 00:00:00	111.29	10660	1701.0000000	6.542621987066
Shipper ZHISN	Customer FRXZL	37	2007-09-09 00:00:00	2007-09-15 00:00:00	17.55	10661	562.6000000	3.119445431923
Shipper ETYNR	Customer DVFMB	48	2007-09-09 00:00:00	2007-09-18 00:00:00	1.28	10662	125.0000000	1.024000000000
Shipper ETYNR	Customer RTXGC	9	2007-09-10 00:00:00	2007-10-03 00:00:00	113.15	10663	1930.4000000	5.861479486117
Shipper ZHISN	Customer XYUFB	28	2007-09-10 00:00:00	2007-09-19 00:00:00	1.27	10664	1288.3875000	.098572828439
Shipper ETYNR	Customer DVFMB	48	2007-09-11 00:00:00	2007-09-17 00:00:00	26.31	10665	1295.0000000	2.031660231660
Shipper ETYNR	Customer CCKOT	68	2007-09-12 00:00:00	2007-09-22 00:00:00	232.42	10666	4666.9400000	4.980136877697
Shipper GVSUA	Customer THHDP	20	2007-09-12 00:00:00	2007-09-19 00:00:00	78.09	10667	1536.8000000	5.081337844872
Shipper ETYNR	Customer SNXOJ	86	2007-09-15 00:00:00	2007-09-23 00:00:00	47.22	10668	625.2750000	7.551877174043
Shipper GVSUA	Customer JMIKW	73	2007-09-15 00:00:00	2007-09-22 00:00:00	24.39	10669	570.0000000	4.278947368421
Shipper GVSUA	Customer AZJED	25	2007-09-16 00:00:00	2007-09-18 00:00:00	203.48	10670	2301.7500000	8.840230259585
Shipper GVSUA	Customer USDBG	26	2007-09-17 00:00:00	2007-09-24 00:00:00	30.34	10671	920.1000000	3.297467666558
Shipper ETYNR	Customer HGVLZ	5	2007-09-17 00:00:00	2007-09-26 00:00:00	95.75	10672	3815.2500000	2.509665159557
Shipper GVSUA	Customer XBBVR	90	2007-09-18 00:00:00	2007-09-19 00:00:00	22.76	10673	412.3500000	5.519582878623
Shipper ETYNR	Customer LJUCA	38	2007-09-18 00:00:00	2007-09-30 00:00:00	0.9	10674	45.0000000	2.000000000000
Shipper ETYNR	Customer AZJED	25	2007-09-19 00:00:00	2007-09-23 00:00:00	31.85	10675	1423.0000000	2.238229093465
Shipper ETYNR	Customer VONTK	80	2007-09-22 00:00:00	2007-09-29 00:00:00	2.01	10676	534.8500000	.375806300832
Shipper ZHISN	Customer KBUDE	3	2007-09-22 00:00:00	2007-09-26 00:00:00	4.03	10677	813.3650000	.495472512341
Shipper ZHISN	Customer LCOUJ	71	2007-09-23 00:00:00	2007-10-16 00:00:00	388.98	10678	5256.5000000	7.399980975935
Shipper ZHISN	Customer QXVLA	7	2007-09-23 00:00:00	2007-09-30 00:00:00	27.94	10679	660.0000000	4.233333333333
Shipper GVSUA	Customer KZQZT	55	2007-09-24 00:00:00	2007-09-26 00:00:00	26.61	10680	1261.8750000	2.108766716196
Shipper ZHISN	Customer YSIQX	32	2007-09-25 00:00:00	2007-09-30 00:00:00	76.13	10681	1287.4000000	5.913469007302
Shipper ETYNR	Customer KBUDE	3	2007-09-25 00:00:00	2007-10-01 00:00:00	36.13	10682	375.5000000	9.621837549933
Shipper GVSUA	Customer BSVAR	18	2007-09-26 00:00:00	2007-10-01 00:00:00	4.4	10683	63.0000000	6.984126984127
Shipper GVSUA	Customer QNIVZ	56	2007-09-26 00:00:00	2007-09-30 00:00:00	145.63	10684	1768.0000000	8.236990950226
Shipper ETYNR	Customer YJCBX	31	2007-09-29 00:00:00	2007-10-03 00:00:00	33.75	10685	801.1000000	4.212957183872
Shipper GVSUA	Customer LOLJO	59	2007-09-30 00:00:00	2007-10-08 00:00:00	96.5	10686	1404.4500000	6.871017124141
Shipper ETYNR	Customer FRXZL	37	2007-09-30 00:00:00	2007-10-30 00:00:00	296.43	10687	4960.9000000	5.975327057590
Shipper ETYNR	Customer ZRNDE	83	2007-10-01 00:00:00	2007-10-07 00:00:00	299.09	10688	3160.6000000	9.463076631019
Shipper ETYNR	Customer HGVLZ	5	2007-10-01 00:00:00	2007-10-07 00:00:00	13.42	10689	472.5000000	2.840211640212
Shipper GVSUA	Customer IBVRG	34	2007-10-02 00:00:00	2007-10-03 00:00:00	15.8	10690	862.5000000	1.831884057971
Shipper ETYNR	Customer IRRVL	63	2007-10-03 00:00:00	2007-10-22 00:00:00	810.05	10691	10164.8000000	7.969168109555
Shipper ETYNR	Customer NRZBB	1	2007-10-03 00:00:00	2007-10-13 00:00:00	61.02	10692	878.0000000	6.949886104784
Shipper ZHISN	Customer YBQTI	89	2007-10-06 00:00:00	2007-10-10 00:00:00	139.34	10693	2071.2000000	6.727500965624
Shipper ZHISN	Customer IRRVL	63	2007-10-06 00:00:00	2007-10-09 00:00:00	398.36	10694	4825.0000000	8.256165803109
Shipper GVSUA	Customer XBBVR	90	2007-10-07 00:00:00	2007-10-14 00:00:00	16.72	10695	642.0000000	2.604361370717
Shipper ZHISN	Customer YBQTI	89	2007-10-08 00:00:00	2007-10-14 00:00:00	102.55	10696	996.0000000	10.296184738956
Shipper GVSUA	Customer PSQUZ	47	2007-10-08 00:00:00	2007-10-14 00:00:00	45.52	10697	805.4250000	5.651674581743
Shipper GVSUA	Customer THHDP	20	2007-10-09 00:00:00	2007-10-17 00:00:00	272.47	10698	3436.4435000	7.928836891979
Shipper ZHISN	Customer PZNLA	52	2007-10-09 00:00:00	2007-10-13 00:00:00	0.58	10699	114.0000000	.508771929825
Shipper GVSUA	Customer LCOUJ	71	2007-10-10 00:00:00	2007-10-16 00:00:00	65.1	10700	1638.4000000	3.973388671875
Shipper ZHISN	Customer FRXZL	37	2007-10-13 00:00:00	2007-10-15 00:00:00	220.31	10701	2864.5000000	7.691045557689
Shipper GVSUA	Customer NRZBB	1	2007-10-13 00:00:00	2007-10-21 00:00:00	23.94	10702	330.0000000	7.254545454545
Shipper ETYNR	Customer CYZTN	24	2007-10-14 00:00:00	2007-10-20 00:00:00	152.3	10703	2545.0000000	5.984282907662
Shipper GVSUA	Customer WFIZJ	62	2007-10-14 00:00:00	2007-11-07 00:00:00	4.78	10704	595.5000000	.802686817800
Shipper ETYNR	Customer UMTLM	35	2007-10-15 00:00:00	2007-11-18 00:00:00	3.52	10705	378.0000000	.931216931217
Shipper ZHISN	Customer KZQZT	55	2007-10-16 00:00:00	2007-10-21 00:00:00	135.63	10706	1893.0000000	7.164817749604
Shipper ZHISN	Customer HFBZG	4	2007-10-16 00:00:00	2007-10-23 00:00:00	21.74	10707	1641.0000000	1.324801950030
Shipper ETYNR	Customer LCYBZ	77	2007-10-17 00:00:00	2007-11-05 00:00:00	2.96	10708	180.4000000	1.640798226164
Shipper ZHISN	Customer YJCBX	31	2007-10-17 00:00:00	2007-11-20 00:00:00	210.8	10709	3424.0000000	6.156542056075
Shipper GVSUA	Customer WMFEA	27	2007-10-20 00:00:00	2007-10-23 00:00:00	4.98	10710	93.5000000	5.326203208556
Shipper ETYNR	Customer LCOUJ	71	2007-10-21 00:00:00	2007-10-29 00:00:00	52.41	10711	4451.7000000	1.177303052766
Shipper GVSUA	Customer FRXZL	37	2007-10-21 00:00:00	2007-10-31 00:00:00	89.93	10712	1233.4800000	7.290754612965
Shipper GVSUA	Customer LCOUJ	71	2007-10-22 00:00:00	2007-10-24 00:00:00	167.05	10713	2827.9000000	5.907210297394
Shipper ZHISN	Customer LCOUJ	71	2007-10-22 00:00:00	2007-10-27 00:00:00	24.49	10714	2205.7500000	1.110279950130
Shipper GVSUA	Customer RTXGC	9	2007-10-23 00:00:00	2007-10-29 00:00:00	63.2	10715	1296.0000000	4.876543209877
Shipper ETYNR	Customer LWGMD	64	2007-10-24 00:00:00	2007-10-27 00:00:00	22.57	10716	706.0000000	3.196883852691
Shipper ETYNR	Customer AZJED	25	2007-10-24 00:00:00	2007-10-29 00:00:00	59.25	10717	1270.7500000	4.662600826284
Shipper ZHISN	Customer GLLAG	39	2007-10-27 00:00:00	2007-10-29 00:00:00	170.88	10718	3463.0000000	4.934449898932
Shipper ETYNR	Customer QXPPT	45	2007-10-27 00:00:00	2007-11-05 00:00:00	51.44	10719	844.2525000	6.092963894096
Shipper ETYNR	Customer WULWD	61	2007-10-28 00:00:00	2007-11-05 00:00:00	9.53	10720	550.0000000	1.732727272727
Shipper ZHISN	Customer IRRVL	63	2007-10-29 00:00:00	2007-10-31 00:00:00	48.92	10721	923.8750000	5.295088621296
Shipper GVSUA	Customer LCOUJ	71	2007-10-29 00:00:00	2007-11-04 00:00:00	74.58	10722	1570.0000000	4.750318471338
Shipper GVSUA	Customer YBQTI	89	2007-10-30 00:00:00	2007-11-25 00:00:00	21.72	10723	468.4500000	4.636567403138
Shipper ETYNR	Customer PVDZC	51	2007-10-30 00:00:00	2007-11-05 00:00:00	57.75	10724	638.5000000	9.044635865309
Shipper ZHISN	Customer KIDPX	21	2007-10-31 00:00:00	2007-11-05 00:00:00	10.83	10725	287.8000000	3.763029881862
Shipper GVSUA	Customer RFNQC	19	2007-11-03 00:00:00	2007-12-05 00:00:00	16.56	10726	655.0000000	2.528244274809
Shipper GVSUA	Customer LHANT	66	2007-11-03 00:00:00	2007-12-05 00:00:00	89.9	10727	1624.5000000	5.534010464758
Shipper ETYNR	Customer WFIZJ	62	2007-11-04 00:00:00	2007-11-11 00:00:00	58.33	10728	1296.7500000	4.498168498168
Shipper ZHISN	Customer PSQUZ	47	2007-11-04 00:00:00	2007-11-14 00:00:00	141.06	10729	1850.0000000	7.624864864865
Shipper GVSUA	Customer RTXGC	9	2007-11-05 00:00:00	2007-11-14 00:00:00	20.12	10730	484.2625000	4.154771430784
Shipper GVSUA	Customer WNMAF	14	2007-11-06 00:00:00	2007-11-14 00:00:00	96.65	10731	1890.5000000	5.112404125893
Shipper GVSUA	Customer RTXGC	9	2007-11-06 00:00:00	2007-11-07 00:00:00	16.97	10732	360.0000000	4.713888888889
Shipper ZHISN	Customer HGVLZ	5	2007-11-07 00:00:00	2007-11-10 00:00:00	110.11	10733	1459.0000000	7.546949965730
Shipper ZHISN	Customer YJCBX	31	2007-11-07 00:00:00	2007-11-12 00:00:00	1.63	10734	1498.3500000	.108786331631
Shipper ETYNR	Customer QXPPT	45	2007-11-10 00:00:00	2007-11-21 00:00:00	45.97	10735	536.4000000	8.570096942580
Shipper ETYNR	Customer FRXZL	37	2007-11-11 00:00:00	2007-11-21 00:00:00	44.1	10736	997.0000000	4.423269809428
Shipper ETYNR	Customer ENQZT	85	2007-11-11 00:00:00	2007-11-18 00:00:00	7.79	10737	139.8000000	5.572246065808
Shipper GVSUA	Customer YSHXL	74	2007-11-12 00:00:00	2007-11-18 00:00:00	2.91	10738	52.3500000	5.558739255014
Shipper ZHISN	Customer ENQZT	85	2007-11-12 00:00:00	2007-11-17 00:00:00	11.08	10739	240.0000000	4.616666666667
Shipper ETYNR	Customer YBQTI	89	2007-11-13 00:00:00	2007-11-25 00:00:00	81.88	10740	1416.0000000	5.782485875706
Shipper ZHISN	Customer HFBZG	4	2007-11-14 00:00:00	2007-11-18 00:00:00	10.96	10741	228.0000000	4.807017543860
Shipper ZHISN	Customer EEALV	10	2007-11-14 00:00:00	2007-11-18 00:00:00	243.73	10742	3118.0000000	7.816869788326
Shipper ETYNR	Customer HFBZG	4	2007-11-17 00:00:00	2007-11-21 00:00:00	23.72	10743	319.2000000	7.431077694236
Shipper GVSUA	Customer ZRNDE	83	2007-11-17 00:00:00	2007-11-24 00:00:00	69.19	10744	736.0000000	9.400815217391
Shipper GVSUA	Customer IRRVL	63	2007-11-18 00:00:00	2007-11-27 00:00:00	3.52	10745	4529.8000000	.077707625061
Shipper ZHISN	Customer WNMAF	14	2007-11-19 00:00:00	2007-11-21 00:00:00	31.43	10746	2311.7000000	1.359605485141
Shipper GVSUA	Customer LOLJO	59	2007-11-19 00:00:00	2007-11-26 00:00:00	117.33	10747	1912.8500000	6.133779439057
Shipper GVSUA	Customer LCOUJ	71	2007-11-20 00:00:00	2007-11-28 00:00:00	232.55	10748	2196.0000000	10.589708561020
Shipper ETYNR	Customer LJUCA	38	2007-11-20 00:00:00	2007-12-19 00:00:00	61.53	10749	1080.0000000	5.697222222222
Shipper GVSUA	Customer ZHYOS	87	2007-11-21 00:00:00	2007-11-24 00:00:00	79.3	10750	1590.5625000	4.985657589689
Shipper ZHISN	Customer CCKOT	68	2007-11-24 00:00:00	2007-12-03 00:00:00	130.79	10751	1631.4840000	8.016627806341
Shipper ZHISN	Customer GCJSG	53	2007-11-24 00:00:00	2007-11-28 00:00:00	1.39	10752	252.0000000	.551587301587
Shipper GVSUA	Customer WMFEA	27	2007-11-25 00:00:00	2007-11-27 00:00:00	7.7	10753	88.0000000	8.750000000000
Shipper ZHISN	Customer CQRAA	49	2007-11-25 00:00:00	2007-11-27 00:00:00	2.38	10754	55.2000000	4.311594202899
Shipper ETYNR	Customer RTXGC	9	2007-11-26 00:00:00	2007-11-28 00:00:00	16.71	10755	1948.5000000	.857582755966
Shipper ETYNR	Customer XOJYP	75	2007-11-27 00:00:00	2007-12-02 00:00:00	73.21	10756	1990.0000000	3.678894472362
Shipper GVSUA	Customer LCOUJ	71	2007-11-27 00:00:00	2007-12-15 00:00:00	8.19	10757	3082.0000000	.265736534718
Shipper ZHISN	Customer CCKOT	68	2007-11-28 00:00:00	2007-12-04 00:00:00	138.17	10758	1644.6000000	8.401434999392
Shipper ZHISN	Customer MLTDN	2	2007-11-28 00:00:00	2007-12-12 00:00:00	11.99	10759	320.0000000	3.746875000000
Shipper GVSUA	Customer JYPSC	50	2007-12-01 00:00:00	2007-12-10 00:00:00	155.64	10760	2917.0000000	5.335618786424
Shipper ETYNR	Customer NYUHS	65	2007-12-02 00:00:00	2007-12-08 00:00:00	18.66	10761	507.0000000	3.680473372781
Shipper GVSUA	Customer CYZTN	24	2007-12-02 00:00:00	2007-12-09 00:00:00	328.74	10762	4337.0000000	7.579893935900
Shipper ZHISN	Customer WVFAF	23	2007-12-03 00:00:00	2007-12-08 00:00:00	37.35	10763	616.0000000	6.063311688312
Shipper ZHISN	Customer THHDP	20	2007-12-03 00:00:00	2007-12-08 00:00:00	145.45	10764	2286.0000000	6.362642169729
Shipper ZHISN	Customer IRRVL	63	2007-12-04 00:00:00	2007-12-09 00:00:00	42.74	10765	1515.6000000	2.820005278438
Shipper GVSUA	Customer QNIVZ	56	2007-12-05 00:00:00	2007-12-09 00:00:00	157.55	10766	2310.0000000	6.820346320346
Shipper ZHISN	Customer SFOGW	76	2007-12-05 00:00:00	2007-12-15 00:00:00	1.59	10767	28.0000000	5.678571428571
Shipper ETYNR	Customer HFBZG	4	2007-12-08 00:00:00	2007-12-15 00:00:00	146.32	10768	1477.0000000	9.906567366283
Shipper GVSUA	Customer ZRNDE	83	2007-12-08 00:00:00	2007-12-12 00:00:00	65.06	10769	1684.2750000	3.862789627585
Shipper ZHISN	Customer IBVRG	34	2007-12-09 00:00:00	2007-12-17 00:00:00	5.32	10770	236.2500000	2.251851851852
Shipper ETYNR	Customer THHDP	20	2007-12-10 00:00:00	2008-01-02 00:00:00	11.19	10771	344.0000000	3.252906976744
Shipper ETYNR	Customer OXFRU	44	2007-12-10 00:00:00	2007-12-19 00:00:00	91.28	10772	3603.2200000	2.533289668685
Shipper ZHISN	Customer THHDP	20	2007-12-11 00:00:00	2007-12-16 00:00:00	96.43	10773	2030.4000000	4.749310480693
Shipper GVSUA	Customer CYZTN	24	2007-12-11 00:00:00	2007-12-12 00:00:00	48.2	10774	868.7500000	5.548201438849
Shipper GVSUA	Customer NLTYP	78	2007-12-12 00:00:00	2007-12-26 00:00:00	20.25	10775	228.0000000	8.881578947368
Shipper ZHISN	Customer THHDP	20	2007-12-15 00:00:00	2007-12-18 00:00:00	351.53	10776	6635.2750000	5.297896470003
Shipper ETYNR	Customer YJCBX	31	2007-12-15 00:00:00	2008-01-21 00:00:00	3.01	10777	224.0000000	1.343750000000
Shipper GVSUA	Customer HGVLZ	5	2007-12-16 00:00:00	2007-12-24 00:00:00	6.79	10778	96.5000000	7.036269430052
Shipper ETYNR	Customer PZNLA	52	2007-12-16 00:00:00	2008-01-14 00:00:00	58.13	10779	1335.0000000	4.354307116105
Shipper GVSUA	Customer XPNIK	46	2007-12-16 00:00:00	2007-12-25 00:00:00	42.13	10780	720.0000000	5.851388888889
Shipper ZHISN	Customer ZHYOS	87	2007-12-17 00:00:00	2007-12-19 00:00:00	73.16	10781	975.8800000	7.496823379924
Shipper ZHISN	Customer PSNMQ	12	2007-12-17 00:00:00	2007-12-22 00:00:00	1.1	10782	12.5000000	8.800000000000
Shipper ETYNR	Customer IBVRG	34	2007-12-18 00:00:00	2007-12-19 00:00:00	124.98	10783	1442.5000000	8.664124783362
Shipper ZHISN	Customer CQRAA	49	2007-12-18 00:00:00	2007-12-22 00:00:00	70.09	10784	1488.0000000	4.710349462366
Shipper ZHISN	Customer FVXPQ	33	2007-12-18 00:00:00	2007-12-24 00:00:00	1.51	10785	387.5000000	.389677419355
Shipper GVSUA	Customer WFIZJ	62	2007-12-19 00:00:00	2007-12-23 00:00:00	110.87	10786	1531.0800000	7.241293727304
Shipper GVSUA	Customer XIIWM	41	2007-12-19 00:00:00	2007-12-26 00:00:00	249.93	10787	2622.7600000	9.529274504720
Shipper ETYNR	Customer IRRVL	63	2007-12-22 00:00:00	2008-01-19 00:00:00	42.7	10788	731.5000000	5.837320574163
Shipper ETYNR	Customer WVFAF	23	2007-12-22 00:00:00	2007-12-31 00:00:00	100.6	10789	3687.0000000	2.728505560076
Shipper GVSUA	Customer YJCBX	31	2007-12-22 00:00:00	2007-12-26 00:00:00	28.23	10790	722.5000000	3.907266435986
Shipper ETYNR	Customer AZJED	25	2007-12-23 00:00:00	2008-01-01 00:00:00	16.85	10791	1829.7570000	.920887309080
Shipper ZHISN	Customer CCFIZ	91	2007-12-23 00:00:00	2007-12-31 00:00:00	23.79	10792	399.8500000	5.949731149181
Shipper ZHISN	Customer HFBZG	4	2007-12-24 00:00:00	2008-01-08 00:00:00	4.52	10793	191.1000000	2.365253793825
Shipper GVSUA	Customer WULWD	61	2007-12-24 00:00:00	2008-01-02 00:00:00	21.49	10794	314.7600000	6.827424069132
Shipper ETYNR	Customer THHDP	20	2007-12-24 00:00:00	2008-01-20 00:00:00	126.66	10795	2158.0000000	5.869323447637
Shipper GVSUA	Customer UMTLM	35	2007-12-25 00:00:00	2008-01-14 00:00:00	26.52	10796	2341.3640000	1.132673091412
Shipper ETYNR	Customer FEVNN	17	2007-12-25 00:00:00	2008-01-05 00:00:00	33.35	10797	420.0000000	7.940476190476
Shipper GVSUA	Customer LJUCA	38	2007-12-26 00:00:00	2008-01-05 00:00:00	2.33	10798	446.6000000	.521719659651
Shipper ZHISN	Customer GLLAG	39	2007-12-26 00:00:00	2008-01-05 00:00:00	30.76	10799	1553.5000000	1.980045059543
Shipper ZHISN	Customer AHPOP	72	2007-12-26 00:00:00	2008-01-05 00:00:00	137.44	10800	1468.9350000	9.356438508171
Shipper ETYNR	Customer QUHWH	8	2007-12-29 00:00:00	2007-12-31 00:00:00	97.09	10801	3026.8500000	3.207625088789
Shipper ETYNR	Customer JMIKW	73	2007-12-29 00:00:00	2008-01-02 00:00:00	257.26	10802	2942.8125000	8.741977275141
Shipper GVSUA	Customer SRQVM	88	2007-12-30 00:00:00	2008-01-06 00:00:00	55.23	10803	1193.0100000	4.629466643197
Shipper ETYNR	Customer AHPOP	72	2007-12-30 00:00:00	2008-01-07 00:00:00	27.33	10804	2278.4000000	1.199525983146
Shipper ZHISN	Customer LCYBZ	77	2007-12-30 00:00:00	2008-01-09 00:00:00	237.34	10805	2775.0000000	8.552792792793
Shipper ETYNR	Customer NRCSK	84	2007-12-31 00:00:00	2008-01-05 00:00:00	22.11	10806	439.6000000	5.029572338490
Shipper GVSUA	Customer WMFEA	27	2007-12-31 00:00:00	2008-01-30 00:00:00	1.36	10807	18.4000000	7.391304347826
Shipper ZHISN	Customer KZQZT	55	2008-01-01 00:00:00	2008-01-09 00:00:00	45.53	10808	1411.0000000	3.226789510985
Shipper GVSUA	Customer SRQVM	88	2008-01-01 00:00:00	2008-01-07 00:00:00	4.87	10809	140.0000000	3.478571428571
Shipper ZHISN	Customer IAIJK	42	2008-01-01 00:00:00	2008-01-07 00:00:00	4.33	10810	187.0000000	2.315508021390
Shipper GVSUA	Customer PSQUZ	47	2008-01-02 00:00:00	2008-01-08 00:00:00	31.22	10811	852.0000000	3.664319248826
Shipper GVSUA	Customer LHANT	66	2008-01-02 00:00:00	2008-01-12 00:00:00	59.78	10812	1692.8000000	3.531427221172
Shipper GVSUA	Customer QVEPD	67	2008-01-05 00:00:00	2008-01-09 00:00:00	47.38	10813	602.4000000	7.865205843293
Shipper ZHISN	Customer NRCSK	84	2008-01-05 00:00:00	2008-01-14 00:00:00	130.94	10814	1788.4500000	7.321423579077
Shipper ZHISN	Customer LCOUJ	71	2008-01-05 00:00:00	2008-01-14 00:00:00	14.62	10815	40.0000000	36.550000000000
Shipper ETYNR	Customer YSIQX	32	2008-01-06 00:00:00	2008-02-04 00:00:00	719.78	10816	8446.4500000	8.521686625742
Shipper ETYNR	Customer GLLAG	39	2008-01-06 00:00:00	2008-01-13 00:00:00	306.07	10817	10952.8450000	2.794433774969
Shipper ZHISN	Customer CQRAA	49	2008-01-07 00:00:00	2008-01-12 00:00:00	65.48	10818	833.0000000	7.860744297719
Shipper ZHISN	Customer PSNMQ	12	2008-01-07 00:00:00	2008-01-16 00:00:00	19.76	10819	477.0000000	4.142557651992
Shipper ETYNR	Customer NYUHS	65	2008-01-07 00:00:00	2008-01-13 00:00:00	37.52	10820	1140.0000000	3.291228070175
Shipper GVSUA	Customer XOJYP	75	2008-01-08 00:00:00	2008-01-15 00:00:00	36.68	10821	678.0000000	5.410029498525
Shipper ZHISN	Customer EYHKM	82	2008-01-08 00:00:00	2008-01-16 00:00:00	7	10822	237.9000000	2.942412778478
Shipper ETYNR	Customer XPNIK	46	2008-01-09 00:00:00	2008-01-13 00:00:00	163.97	10823	2826.0000000	5.802193913659
Shipper GVSUA	Customer CYZTN	24	2008-01-09 00:00:00	2008-01-30 00:00:00	1.23	10824	250.8000000	.490430622010
Shipper GVSUA	Customer FEVNN	17	2008-01-09 00:00:00	2008-01-14 00:00:00	79.25	10825	1030.7600000	7.688501688075
Shipper GVSUA	Customer QXVLA	7	2008-01-12 00:00:00	2008-02-06 00:00:00	7.09	10826	730.0000000	.971232876712
Shipper ETYNR	Customer RTXGC	9	2008-01-12 00:00:00	2008-02-06 00:00:00	63.54	10827	843.0000000	7.537366548043
Shipper GVSUA	Customer LWGMD	64	2008-01-13 00:00:00	2008-02-04 00:00:00	90.85	10828	932.0000000	9.747854077253
Shipper GVSUA	Customer LJUCA	38	2008-01-13 00:00:00	2008-01-23 00:00:00	154.72	10829	1764.0000000	8.770975056689
Shipper ETYNR	Customer YQQWW	81	2008-01-13 00:00:00	2008-01-21 00:00:00	81.83	10830	1974.0000000	4.145390070922
Shipper ETYNR	Customer TMXGN	70	2008-01-14 00:00:00	2008-01-23 00:00:00	72.19	10831	2684.4000000	2.689241543734
Shipper ETYNR	Customer XIIWM	41	2008-01-14 00:00:00	2008-01-19 00:00:00	43.26	10832	475.1100000	9.105259834565
Shipper ETYNR	Customer QNIVZ	56	2008-01-15 00:00:00	2008-01-23 00:00:00	71.49	10833	906.9300000	7.882637028216
Shipper ZHISN	Customer YQQWW	81	2008-01-15 00:00:00	2008-01-19 00:00:00	29.78	10834	1432.7140000	2.078572555304
Shipper ZHISN	Customer NRZBB	1	2008-01-15 00:00:00	2008-01-21 00:00:00	69.53	10835	845.8000000	8.220619531804
Shipper GVSUA	Customer THHDP	20	2008-01-16 00:00:00	2008-01-21 00:00:00	411.88	10836	4705.5000000	8.753161194347
Shipper ZHISN	Customer HGVLZ	5	2008-01-16 00:00:00	2008-01-23 00:00:00	13.32	10837	1064.5000000	1.251291686238
Shipper ZHISN	Customer PSQUZ	47	2008-01-19 00:00:00	2008-01-23 00:00:00	59.28	10838	1938.3750000	3.058231766299
Shipper ZHISN	Customer YQQWW	81	2008-01-19 00:00:00	2008-01-22 00:00:00	35.43	10839	827.5500000	4.281312307413
Shipper ETYNR	Customer PSQUZ	47	2008-01-19 00:00:00	2008-02-16 00:00:00	2.71	10840	211.2000000	1.283143939394
Shipper ETYNR	Customer SFOGW	76	2008-01-20 00:00:00	2008-01-29 00:00:00	424.3	10841	4581.0000000	9.262169831914
Shipper ZHISN	Customer VONTK	80	2008-01-20 00:00:00	2008-01-29 00:00:00	54.42	10842	975.0000000	5.581538461538
Shipper ETYNR	Customer NRCSK	84	2008-01-21 00:00:00	2008-01-26 00:00:00	9.26	10843	159.0000000	5.823899371069
Shipper ETYNR	Customer LOLJO	59	2008-01-21 00:00:00	2008-01-26 00:00:00	25.22	10844	735.0000000	3.431292517007
Shipper GVSUA	Customer IRRVL	63	2008-01-21 00:00:00	2008-01-30 00:00:00	212.98	10845	3812.7000000	5.586067616125
Shipper ZHISN	Customer SFOGW	76	2008-01-22 00:00:00	2008-01-23 00:00:00	56.46	10846	1112.0000000	5.077338129496
Shipper ZHISN	Customer LCOUJ	71	2008-01-22 00:00:00	2008-02-10 00:00:00	487.57	10847	4931.9200000	9.886007883340
Shipper ETYNR	Customer GYBBY	16	2008-01-23 00:00:00	2008-01-29 00:00:00	38.24	10848	931.5000000	4.105206655931
Shipper ETYNR	Customer GLLAG	39	2008-01-23 00:00:00	2008-01-30 00:00:00	0.56	10849	967.8190000	.057862058918
Shipper GVSUA	Customer NRCSK	84	2008-01-23 00:00:00	2008-01-30 00:00:00	49.19	10850	629.0000000	7.820349761526
Shipper GVSUA	Customer QVEPD	67	2008-01-26 00:00:00	2008-02-02 00:00:00	160.55	10851	2603.0000000	6.167883211679
Shipper GVSUA	Customer NYUHS	65	2008-01-26 00:00:00	2008-01-30 00:00:00	174.05	10852	2984.0000000	5.832774798928
Shipper ETYNR	Customer XHXJV	6	2008-01-27 00:00:00	2008-02-03 00:00:00	53.83	10853	625.0000000	8.612800000000
Shipper ETYNR	Customer THHDP	20	2008-01-27 00:00:00	2008-02-05 00:00:00	100.22	10854	2966.5000000	3.378392044497
Shipper GVSUA	Customer KZQZT	55	2008-01-27 00:00:00	2008-02-04 00:00:00	170.97	10855	2227.8875000	7.674085877317
Shipper ETYNR	Customer KBUDE	3	2008-01-28 00:00:00	2008-02-10 00:00:00	58.43	10856	660.0000000	8.853030303030
Shipper ETYNR	Customer HGVLZ	5	2008-01-28 00:00:00	2008-02-06 00:00:00	188.85	10857	2048.2125000	9.220234716857
Shipper GVSUA	Customer EFFTC	40	2008-01-29 00:00:00	2008-02-03 00:00:00	52.51	10858	649.0000000	8.090909090909
Shipper ETYNR	Customer AZJED	25	2008-01-29 00:00:00	2008-02-02 00:00:00	76.1	10859	1078.6875000	7.054869922939
Shipper ZHISN	Customer USDBG	26	2008-01-29 00:00:00	2008-02-04 00:00:00	19.26	10860	519.0000000	3.710982658960
Shipper ETYNR	Customer YBQTI	89	2008-01-30 00:00:00	2008-02-17 00:00:00	14.93	10861	3523.4000000	.423738434467
Shipper ETYNR	Customer OXFRU	44	2008-01-30 00:00:00	2008-02-02 00:00:00	53.23	10862	581.0000000	9.161790017212
Shipper ETYNR	Customer UMTLM	35	2008-02-02 00:00:00	2008-02-17 00:00:00	30.26	10863	441.1500000	6.859344894027
Shipper ETYNR	Customer HFBZG	4	2008-02-02 00:00:00	2008-02-09 00:00:00	3.04	10864	282.0000000	1.078014184397
Shipper GVSUA	Customer IRRVL	63	2008-02-02 00:00:00	2008-02-12 00:00:00	348.14	10865	16387.5000000	2.124424103738
